##
## assembly : /home/cs02gl/blobtools/hypho_ge_1k/hypho_platanus_gapcloser_sorted_ge_1k.fasta
## bam0 : /home/cs02gl/blobtools/hypho/hiseq_ge_1k.bam
## tax0 : /home/cs02gl/blobtools/hypho_ge_1k/hypho_ge_1k_vs_nt_trans_mito_1e-10.megablast
## nodesDB : ../data/nodesDB.txt
## taxrule : bestsum
##
# name	length	GC	N	bam0	species.t	species.s	species.c	species.hits
scaffold20171_cov344	2426	0.4852	0	330.990931575	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold23706_cov343	2426	0.48	47	431.733501471	Hyphochytrium catenoides	577.0	0	tax0=Hyphochytrium catenoides:577.0;
scaffold32453_cov360	2425	0.4775	0	1350.97649485	Hyphochytrium catenoides	808.0	0	tax0=Hyphochytrium catenoides:808.0;
scaffold6936_cov725	2422	0.4628	0	684.705615194	Hyphochytrium catenoides	248.0	0	tax0=Hyphochytrium catenoides:248.0;
scaffold46892_cov705	2417	0.4535	0	649.314853124	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2183_cov461	2416	0.452	0	395.618791391	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold310_cov367	2416	0.4772	0	373.430049669	Hyphochytrium catenoides	311.0	0	tax0=Hyphochytrium catenoides:311.0;
scaffold17181_cov312	2413	0.5009	111	384.244569939	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11315_cov440	2412	0.4921	0	761.082089552	Hyphochytrium catenoides	248.0	0	tax0=Hyphochytrium catenoides:248.0;
scaffold7226_cov286	2412	0.4658	104	260.925909879	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17907_cov339	2411	0.4791	0	333.798838656	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold923_cov313	2410	0.5027	45	318.652854123	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9138_cov322	2410	0.5	0	305.18879668	Hyphochytrium catenoides	189.0	0	tax0=Hyphochytrium catenoides:189.0;
scaffold5195_cov269	2408	0.4954	0	509.545265781	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8016_cov289	2407	0.4508	0	265.877025343	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6742_cov635	2406	0.4838	0	813.049875312	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold33536_cov344	2404	0.4834	0	327.136439268	Hyphochytrium catenoides	254.0	0	tax0=Hyphochytrium catenoides:254.0;
scaffold7434_cov470	2404	0.4838	0	451.787021631	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19431_cov317	2403	0.5069	0	476.09113608	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold52927_cov845	2399	0.494	0	817.601500625	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5047_cov294	2399	0.4567	45	299.871282923	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12875_cov349	2397	0.4597	0	330.090529829	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25729_cov431	2396	0.5004	0	413.217028381	Hyphochytrium catenoides	649.0	0	tax0=Hyphochytrium catenoides:649.0;
scaffold9066_cov316	2395	0.5269	0	604.392901879	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25259_cov472	2394	0.478	141	466.178428762	Hyphochytrium catenoides	420.0	0	tax0=Hyphochytrium catenoides:420.0;
scaffold3321_cov330	2392	0.5033	0	320.811454849	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25018_cov319	2389	0.4439	19	713.732911392	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15058_cov502	2388	0.495	0	712.740368509	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42207_cov581	2388	0.4895	0	583.336264657	Hyphochytrium catenoides	640.0	0	tax0=Hyphochytrium catenoides:640.0;
scaffold16218_cov321	2387	0.4642	0	10535.8403854	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9632_cov307	2386	0.4811	0	294.854568315	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14973_cov296	2386	0.5147	109	584.345191041	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6518_cov282	2385	0.5059	102	270.560665791	Hyphochytrium catenoides	711.0	0	tax0=Hyphochytrium catenoides:711.0;
scaffold14767_cov287	2382	0.5115	24	345.042408821	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold52290_cov830	2382	0.5168	0	811.489084803	Hyphochytrium catenoides	1125.0	0	tax0=Hyphochytrium catenoides:1125.0;
scaffold4835_cov545	2378	0.4596	0	870.556770395	Hyphochytrium catenoides	842.0	0	tax0=Hyphochytrium catenoides:842.0;
scaffold1933_cov323	2376	0.4954	0	321.433922559	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1934_cov714	2374	0.5008	0	694.117523168	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2772_cov302	2373	0.4593	0	3465.68436578	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold43301_cov861	2372	0.4865	0	825.180016863	Hyphochytrium catenoides	2674.0	1	tax0=Hyphochytrium catenoides:2674.0|Anas platyrhynchos:84.2;
scaffold10630_cov671	2369	0.5319	0	3837.36850992	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14414_cov275	2367	0.4572	55	313.30017301	Hyphochytrium catenoides	115.0	0	tax0=Hyphochytrium catenoides:115.0;
scaffold4482_cov349	2365	0.4858	0	336.427061311	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17161_cov296	2365	0.4482	0	274.182663848	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4343_cov334	2363	0.4968	0	354.513753703	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2018_cov280	2359	0.5079	10	273.330353342	Hyphochytrium catenoides	1426.0	0	tax0=Hyphochytrium catenoides:1426.0;
scaffold10494_cov267	2359	0.4892	0	242.58541755	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2042_cov414	2358	0.497	0	444.852841391	Hyphochytrium catenoides	455.0	0	tax0=Hyphochytrium catenoides:455.0;
scaffold10903_cov370	2357	0.4905	0	426.186253712	Hyphochytrium catenoides	976.0	0	tax0=Hyphochytrium catenoides:976.0;
scaffold19593_cov329	2357	0.4739	0	306.989393297	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4211_cov337	2355	0.5023	0	376.501061571	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold22245_cov282	2355	0.4607	0	245.652653928	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10479_cov367	2354	0.4881	0	351.264231096	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25727_cov442	2353	0.4989	0	445.672758181	Hyphochytrium catenoides	621.0	0	tax0=Hyphochytrium catenoides:621.0;
scaffold21160_cov282	2353	0.4649	0	268.667658309	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold35530_cov293	2352	0.463	0	329.403486395	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2753_cov254	2351	0.4535	27	316.352409639	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7843_cov329	2345	0.5028	0	1849.60810235	Hyphochytrium catenoides	667.0	0	tax0=Hyphochytrium catenoides:667.0;
scaffold11625_cov328	2343	0.4861	0	1793.74818609	Hyphochytrium catenoides	869.0	0	tax0=Hyphochytrium catenoides:869.0;
scaffold924_cov404	2342	0.509	0	451.76558497	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold22225_cov318	2340	0.5073	0	453.622222222	Hyphochytrium catenoides	965.0	0	tax0=Hyphochytrium catenoides:965.0;
scaffold41628_cov723	2336	0.5103	0	908.502568493	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41632_cov802	2335	0.5079	0	978.432119914	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold727_cov279	2334	0.4932	63	306.590488771	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4599_cov355	2330	0.4867	80	546.370666667	Hyphochytrium catenoides	363.0	0	tax0=Hyphochytrium catenoides:363.0;
scaffold14924_cov294	2328	0.4867	33	271.386492375	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4845_cov281	2328	0.5119	62	280.007943513	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3886_cov515	2327	0.4591	273	502.392891918	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold644_cov368	2323	0.486	0	363.704692208	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41672_cov286	2323	0.4886	0	356.462763668	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8076_cov291	2320	0.4586	0	282.186637931	Hyphochytrium catenoides	401.0	0	tax0=Hyphochytrium catenoides:401.0;
scaffold9464_cov297	2318	0.5007	115	285.072628234	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold48472_cov798	2318	0.4884	0	784.616479724	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold49266_cov939	2317	0.4821	0	853.722054381	Hyphochytrium catenoides	595.0	0	tax0=Hyphochytrium catenoides:595.0;
scaffold28606_cov338	2317	0.5153	0	324.76046612	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13255_cov493	2317	0.5848	0	1349.19292188	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5131_cov465	2315	0.5473	0	595.067386609	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5519_cov342	2314	0.5134	0	337.421348315	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold21375_cov842	2312	0.4989	21	841.788302052	Hyphochytrium catenoides	1073.0	0	tax0=Hyphochytrium catenoides:1073.0;
scaffold12041_cov315	2312	0.498	47	316.822075055	Hyphochytrium catenoides	491.0	0	tax0=Hyphochytrium catenoides:491.0;
scaffold6732_cov289	2312	0.4733	100	295.033001808	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16925_cov419	2311	0.4723	22	459.204892966	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold23522_cov399	2309	0.4257	0	1033.22996968	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10480_cov459	2307	0.4902	0	443.18638925	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17631_cov306	2306	0.503	0	309.579358196	Hyphochytrium catenoides	389.0	0	tax0=Hyphochytrium catenoides:389.0;
scaffold8676_cov369	2305	0.5093	0	600.543600868	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold21766_cov364	2305	0.459	0	507.288937093	Hyphochytrium catenoides	154.0	0	tax0=Hyphochytrium catenoides:154.0;
scaffold16655_cov296	2301	0.5093	0	284.827466319	Hyphochytrium catenoides	261.0	0	tax0=Hyphochytrium catenoides:261.0;
scaffold3552_cov509	2298	0.4848	0	594.704525674	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7606_cov316	2296	0.4987	0	320.165505226	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10586_cov336	2296	0.4743	0	333.146341463	Hyphochytrium catenoides	124.0	0	tax0=Hyphochytrium catenoides:124.0;
scaffold5499_cov388	2295	0.4702	0	484.610021786	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7448_cov378	2295	0.4934	9	473.545494313	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8045_cov297	2294	0.5013	0	277.207061901	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold38631_cov438	2294	0.4706	84	420.892307692	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold753_cov306	2293	0.4531	42	2400.87872057	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold32979_cov329	2291	0.4854	0	302.284591881	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11674_cov356	2287	0.4512	0	372.767380848	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold33767_cov313	2286	0.4759	0	312.765966754	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold46746_cov861	2286	0.4965	0	836.43175853	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold51562_cov611	2280	0.5031	0	559.482894737	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8219_cov333	2280	0.4588	0	329.770614035	Hyphochytrium catenoides	318.0	0	tax0=Hyphochytrium catenoides:318.0;
scaffold14350_cov298	2279	0.5156	97	304.061869844	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12397_cov290	2279	0.5007	0	290.847301448	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold26172_cov617	2279	0.523	61	634.862488729	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42475_cov845	2279	0.5116	0	796.738043001	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4576_cov327	2278	0.4491	0	305.297190518	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7662_cov359	2277	0.4822	0	366.187088274	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold27332_cov295	2276	0.4622	0	860.336115993	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5741_cov282	2275	0.4937	124	275.790794979	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13817_cov378	2274	0.4833	0	522.05057168	Hyphochytrium catenoides	546.0	0	tax0=Hyphochytrium catenoides:546.0;
scaffold15372_cov341	2273	0.4836	48	416.440898876	Hyphochytrium catenoides	248.0	0	tax0=Hyphochytrium catenoides:248.0;
scaffold171_cov293	2268	0.511	0	266.953262787	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold20499_cov361	2265	0.5227	0	372.971743929	Hyphochytrium catenoides	983.0	0	tax0=Hyphochytrium catenoides:983.0;
scaffold33721_cov344	2265	0.4932	0	326.788520971	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3807_cov414	2258	0.5109	17	424.724676484	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6360_cov423	2256	0.4601	0	929.749113475	Hyphochytrium catenoides	1134.0	0	tax0=Hyphochytrium catenoides:1134.0;
scaffold10399_cov323	2254	0.4894	0	315.326530612	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9121_cov380	2251	0.474	0	3081.65615282	Hyphochytrium catenoides	1573.0	0	tax0=Hyphochytrium catenoides:1573.0;
scaffold4481_cov426	2251	0.4944	0	429.99555753	Hyphochytrium catenoides	2482.2	0	tax0=Hyphochytrium catenoides:2482.2;
scaffold4660_cov317	2250	0.4833	30	299.35045045	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9386_cov312	2249	0.47	0	642.967985771	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold24893_cov285	2249	0.5011	0	274.929746554	Hyphochytrium catenoides	984.0	0	tax0=Hyphochytrium catenoides:984.0;
scaffold1542_cov442	2246	0.5254	0	639.998219056	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12754_cov313	2243	0.4935	0	334.264378065	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9757_cov401	2243	0.4842	0	388.239411502	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25420_cov296	2242	0.4871	27	276.284424379	Hyphochytrium catenoides	256.0	0	tax0=Hyphochytrium catenoides:256.0;
scaffold8844_cov701	2240	0.5103	0	838.333928571	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3608_cov419	2237	0.4953	26	396.857530529	Hyphochytrium catenoides	612.0	0	tax0=Hyphochytrium catenoides:612.0;
scaffold45415_cov767	2237	0.4913	0	746.949932946	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold496_cov359	2232	0.5027	0	5458.42293907	Hyphochytrium catenoides	2269.0	0	tax0=Hyphochytrium catenoides:2269.0;
scaffold12992_cov287	2232	0.4942	0	286.589605735	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold18126_cov339	2231	0.4527	0	961.744060959	Hyphochytrium catenoides	452.6	0	tax0=Hyphochytrium catenoides:452.6;
scaffold3353_cov573	2231	0.4684	0	646.848050202	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold23172_cov560	2231	0.4895	0	581.374719857	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13741_cov329	2226	0.4672	0	312.376460018	Hyphochytrium catenoides	1403.0	0	tax0=Hyphochytrium catenoides:1403.0;
scaffold539_cov706	2226	0.4991	0	691.703054807	Hyphochytrium catenoides	1392.0	0	tax0=Hyphochytrium catenoides:1392.0;
scaffold26333_cov306	2225	0.4867	0	373.615730337	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1478_cov711	2223	0.507	0	920.523616734	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14895_cov541	2221	0.5088	0	595.808194507	Hyphochytrium catenoides	3370.0	1	tax0=Hyphochytrium catenoides:3370.0|Phytophthora infestans:411.0;
scaffold24462_cov550	2221	0.4232	0	606.022512382	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3218_cov300	2220	0.4936	22	293.792538672	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19285_cov446	2220	0.4414	0	1732.16981982	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold38546_cov282	2218	0.4838	0	266.000901713	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold28533_cov366	2216	0.4878	0	359.388086643	Hyphochytrium catenoides	1210.0	0	tax0=Hyphochytrium catenoides:1210.0;
scaffold8315_cov280	2214	0.4404	0	1441.62285456	Hyphochytrium catenoides	1074.0	0	tax0=Hyphochytrium catenoides:1074.0;
scaffold24252_cov321	2213	0.5183	0	296.856755535	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold28534_cov407	2210	0.4973	0	405.50678733	Hyphochytrium catenoides	1314.0	0	tax0=Hyphochytrium catenoides:1314.0;
scaffold26967_cov324	2208	0.4895	26	297.641613199	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5035_cov472	2206	0.5018	28	617.031680441	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14325_cov372	2205	0.4905	154	3075.19843979	Hyphochytrium catenoides	2336.0	0	tax0=Hyphochytrium catenoides:2336.0;
scaffold17091_cov429	2205	0.5093	0	542.246712018	Hyphochytrium catenoides	1159.0	0	tax0=Hyphochytrium catenoides:1159.0;
scaffold15010_cov311	2205	0.4304	0	665.339229025	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold24813_cov304	2203	0.4567	0	293.020426691	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5174_cov695	2202	0.4991	0	957.120799273	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47737_cov705	2202	0.4773	0	685.108991826	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13664_cov301	2200	0.4932	0	335.221363636	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold29157_cov298	2198	0.4777	0	427.142402184	Hyphochytrium catenoides	650.0	0	tax0=Hyphochytrium catenoides:650.0;
scaffold8527_cov342	2197	0.4615	0	431.914428766	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold38151_cov235	2195	0.5271	0	262.310250569	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold854_cov384	2194	0.5137	0	399.960802188	Hyphochytrium catenoides	440.0	0	tax0=Hyphochytrium catenoides:440.0;
scaffold19633_cov303	2193	0.4565	0	326.712266302	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold35622_cov329	2192	0.474	0	296.541058394	Hyphochytrium catenoides	472.0	0	tax0=Hyphochytrium catenoides:472.0;
scaffold13152_cov348	2190	0.5032	0	318.966210046	Hyphochytrium catenoides	446.0	0	tax0=Hyphochytrium catenoides:446.0;
scaffold1575_cov671	2188	0.4836	27	864.218417399	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold27281_cov282	2188	0.4753	0	269.740402194	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold43603_cov689	2187	0.5176	0	633.766803841	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17235_cov274	2186	0.5074	30	273.074675325	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25425_cov348	2186	0.5073	0	351.655077768	Hyphochytrium catenoides	715.0	0	tax0=Hyphochytrium catenoides:715.0;
scaffold7336_cov307	2183	0.4822	109	280.070395371	Hyphochytrium catenoides	156.0	0	tax0=Hyphochytrium catenoides:156.0;
scaffold4106_cov628	2183	0.4696	60	6254.38247763	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15322_cov326	2183	0.4847	0	407.789738891	Hyphochytrium catenoides	3006.0	0	tax0=Hyphochytrium catenoides:3006.0;
scaffold3273_cov302	2182	0.5072	41	301.420364316	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5512_cov357	2182	0.5247	0	365.669110907	Hyphochytrium catenoides	1436.0	0	tax0=Hyphochytrium catenoides:1436.0;
scaffold13660_cov311	2182	0.4762	0	576.615490376	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold29503_cov294	2181	0.442	0	279.597890876	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold735_cov291	2179	0.4933	0	293.257916475	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold50627_cov611	2177	0.4685	0	576.498851631	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8947_cov315	2175	0.4768	0	576.908045977	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold33900_cov286	2175	0.4703	0	261.674942529	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5040_cov570	2175	0.449	66	610.949739213	Hyphochytrium catenoides	204.0	0	tax0=Hyphochytrium catenoides:204.0;
scaffold16222_cov359	2173	0.5048	0	646.039116429	Hyphochytrium catenoides	1030.0	0	tax0=Hyphochytrium catenoides:1030.0;
scaffold9967_cov341	2172	0.5456	0	821.134438306	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5346_cov497	2171	0.4754	0	447.030400737	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold26572_cov282	2169	0.4799	0	269.893499308	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold28457_cov561	2169	0.539	0	734.049792531	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold278_cov462	2164	0.4496	0	1764.54390018	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11668_cov266	2164	0.5032	0	248.73844732	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11080_cov642	2160	0.4773	0	625.378240741	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10659_cov304	2160	0.4918	35	454.866352941	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10459_cov332	2159	0.4479	0	1569.17600741	Hyphochytrium catenoides	1931.0	0	tax0=Hyphochytrium catenoides:1931.0;
scaffold592_cov289	2156	0.4924	40	284.215028355	Hyphochytrium catenoides	353.0	0	tax0=Hyphochytrium catenoides:353.0;
scaffold21262_cov291	2156	0.5394	0	790.627087199	Hyphochytrium catenoides	827.0	0	tax0=Hyphochytrium catenoides:827.0;
scaffold2460_cov656	2156	0.506	0	724.028756957	Hyphochytrium catenoides	1235.0	0	tax0=Hyphochytrium catenoides:1235.0;
scaffold30770_cov309	2155	0.4831	0	894.774941995	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold26075_cov772	2155	0.5053	0	924.545707657	Hyphochytrium catenoides	1849.0	0	tax0=Hyphochytrium catenoides:1849.0;
scaffold5347_cov490	2155	0.4705	0	470.763341067	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7338_cov334	2154	0.4916	0	328.026462396	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7053_cov711	2154	0.4661	0	3919.83704735	Hyphochytrium catenoides	826.5	0	tax0=Hyphochytrium catenoides:826.5;
scaffold15035_cov468	2153	0.5198	33	433.897169811	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold27420_cov313	2151	0.4942	0	297.153881915	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47169_cov673	2149	0.4928	0	639.560260586	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11356_cov801	2148	0.52	0	954.229515829	Hyphochytrium catenoides	1125.0	0	tax0=Hyphochytrium catenoides:1125.0;
scaffold643_cov426	2148	0.4832	0	440.271880819	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold38873_cov297	2144	0.4986	0	279.519123134	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold22474_cov340	2144	0.4963	0	327.307369403	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5839_cov514	2142	0.4855	0	539.174136321	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7945_cov681	2140	0.5098	0	701.485514019	Hyphochytrium catenoides	206.0	0	tax0=Hyphochytrium catenoides:206.0;
scaffold41623_cov412	2136	0.4937	68	651.001934236	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5493_cov398	2136	0.4785	0	435.427434457	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9358_cov310	2134	0.5029	100	291.755653884	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12225_cov358	2134	0.4939	16	7528.57979226	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6387_cov308	2133	0.5087	0	275.621659634	Hyphochytrium catenoides	872.0	0	tax0=Hyphochytrium catenoides:872.0;
scaffold2553_cov247	2133	0.4762	243	284.970899471	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold26879_cov308	2131	0.5012	0	295.273580479	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2358_cov343	2129	0.4694	37	3278.96845124	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5566_cov330	2128	0.5	0	1231.61654135	Hyphochytrium catenoides	401.9	0	tax0=Hyphochytrium catenoides:401.9;
scaffold9489_cov456	2126	0.5033	0	453.481185325	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9803_cov388	2125	0.457	57	386.737427466	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4218_cov388	2125	0.5021	20	423.64608076	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold37867_cov329	2125	0.4988	0	311.456470588	Hyphochytrium catenoides	202.0	0	tax0=Hyphochytrium catenoides:202.0;
scaffold18515_cov334	2123	0.5082	0	319.594912859	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41775_cov877	2123	0.5021	0	822.484691474	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19515_cov297	2119	0.4851	0	361.806512506	Hyphochytrium catenoides	517.0	0	tax0=Hyphochytrium catenoides:517.0;
scaffold5329_cov301	2115	0.4904	82	304.363502213	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold21712_cov319	2115	0.5045	0	321.874704492	Hyphochytrium catenoides	1486.0	0	tax0=Hyphochytrium catenoides:1486.0;
scaffold30991_cov329	2113	0.4699	0	353.356838618	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8208_cov341	2112	0.4887	113	374.234617309	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47937_cov830	2111	0.5031	0	810.274277594	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42721_cov673	2111	0.5059	0	655.114163903	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold43067_cov752	2108	0.4848	0	718.545540797	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold20787_cov356	2107	0.5017	0	311.729947793	Hyphochytrium catenoides	1233.0	1	tax0=Hyphochytrium catenoides:1233.0|Albugo laibachii:100.0;
scaffold23218_cov319	2106	0.5065	27	1078.43241943	Hyphochytrium catenoides	646.0	0	tax0=Hyphochytrium catenoides:646.0;
scaffold11081_cov311	2106	0.4772	0	305.957739791	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3766_cov584	2105	0.4494	0	1370.23752969	Hyphochytrium catenoides	1207.0	0	tax0=Hyphochytrium catenoides:1207.0;
scaffold19068_cov416	2105	0.5454	0	4203.64988124	Hyphochytrium catenoides	1563.0	0	tax0=Hyphochytrium catenoides:1563.0;
scaffold14086_cov393	2105	0.5097	0	552.387648456	Hyphochytrium catenoides	1430.0	0	tax0=Hyphochytrium catenoides:1430.0;
scaffold18662_cov290	2103	0.4788	0	298.578221588	Hyphochytrium catenoides	817.0	0	tax0=Hyphochytrium catenoides:817.0;
